SITE_ID,VISIT_NO,MAGNESIUM_mgL,DOC_mgL,SILICA_mgL,CHLORIDE_mgL,COND_USCM,NITRATE_N_mgL,PH,CHLA_ugL,NTL_mgL,TURB_NTL,AMMONIA_N_mgL,POTASSIUM_mgL,SULFATE_mgL,SODIUM_mgL,COLOR_ALPHA,ANC_ueqL,CALCIUM_mgL,PTL_ugL,NITRITE_N_mgL,ALUMINUM_mgL,NITRATE_NITRITE_N_mgL,TKN_mgL,BATCH_ID
NLA17_NV-10018,1,109.932,7.72,6.996,101.625,2172.4,0.1623,7.95,5.19,1.343,3.16,0.599,4.588,1004.914,162.598,25,2496.93,239.126,92.325,0.02,NA,NA,NA,NA
NLA17_NV-10036,1,12.867,7.12,33.686,8.668,333.4,0.0196,8.45,12.16,0.9,2.72,0.027,4.635,20.639,20.829,27,2681.74,30.447,234.695,0,NA,NA,NA,NA
NLA17_ND-10011,1,251.264,27.17,14.273,119.687,3206.2,0.0507,8.92,6.14,2.75,2.68,0.014,70.86,1229.337,381.525,35,9739.84,27.385,63.3475,0,NA,NA,NA,NA
NLA17_NV-10242,1,160.715,62.55,2.726,5693.816,29931.9,1.0637,9.4,0.6,2.323,0.68,0.086,397.076,5666.998,8198.132,5,99001.42,11.668,700.47,0,NA,NA,NA,NA
NLA17_OH-10016,1,2.985,6.92,1.31,25.178,223.5,0.0995,7.9,305.28,1.735,10.57,0.051,2.548,6.15,21.088,35,1125.87,18.831,170.41125,0.003,NA,NA,NA,NA
NLA17_TN-10003,1,1.802,3.9,0.905,1.945,128.7,0,9.27,52.16,1.278,19.97,0.011,3.148,0.392,1.303,3,1063.05,21.002,463.12625,0,NA,NA,NA,NA
NLA17_AZ-10004,1,16.964,10.59,6.445,38.929,468.6,0,8.38,2.64,0.615,0.73,0.019,3.728,11.077,28.921,10,3023.51,42.524,192.115,0,NA,NA,NA,NA
NLA17_MI-10011,1,9.528,5.29,1.096,13.267,227.6,0.0011,8.45,2.74,0.52,1.05,0.019,0.308,3.605,8.729,5,1914.31,23.928,12.9225,0,NA,NA,NA,NA
NLA17_ND-10015,1,65.239,17.13,12.919,5.748,666.3,0,8.87,9.34,1.866,5.71,0.019,11.371,6.736,35.669,2,7774.69,25.726,49.725,0,NA,NA,NA,NA
NLA17_CA-10064,1,421.013,4,10.966,6914.783,20363.9,2.1821,8.11,9.95,0.701,6.95,0.034,145.059,961.796,4421.914,5,2190.2,144.924,362.0075,0,NA,NA,NA,NA
NLA17_KY-10001,1,1.534,1.98,4.183,0.639,33.6,8e-4,7.22,2.2,0.121,2.57,0.005,0.845,5.803,0.995,0,146.42,2.128,5.91625,0,NA,NA,NA,NA
NLA17_ND-10008,1,116.288,27.45,9.133,22.71,2311.8,0.1936,8.91,26.4,3.174,16.82,0.108,44.084,701.265,336.831,20,12633.41,33.802,207.63875,0,NA,NA,NA,NA
NLA17_TX-10001,1,2.208,5.76,7.336,10.313,244.8,0.1997,8.1,22.77,1.074,41.28,0.031,4.511,19.405,11.982,29,1827.61,30.636,134.5625,0.006,NA,NA,NA,NA
NLA17_KS-10005,1,7.868,7.15,7.642,11.007,337.8,0,8.46,21.44,0.959,10.17,0.018,4.334,19.634,7.563,35,2752.62,46.417,66.83625,0,NA,NA,NA,NA
NLA17_NV-10002,1,45.687,6.64,4.303,22.83,762.3,0,8.69,1.26,0.61,0.48,0.013,15.002,80.089,57.252,15,6186.35,35.617,17.75,0,NA,NA,NA,NA
NLA17_NV-10006,1,23.248,1.32,8.798,1.527,422.3,0,8.51,2.75,0.165,2.51,0.005,0.921,38.03,5.279,0,3804.05,48.709,21.74875,0,NA,NA,NA,NA
NLA17_KY-10006,1,2.928,3.33,4.402,2.437,79.9,0.0022,7.75,16.88,0.386,6.02,0.011,1.446,8.362,2.288,0,495.18,7.853,16.17625,0.001,NA,NA,NA,NA
NLA17_TX-10019,1,1.409,7.78,2.866,1.986,95.9,7e-4,8.13,13.18,0.966,4.09,0.015,4.207,1.175,2.008,8,830.45,12.833,53.165,0,NA,NA,NA,NA
NLA17_TN-10004,1,6.275,3.89,5.119,3.976,173.2,0.0051,8.7,64,1.138,13.6,0.014,1.146,5.827,3.032,0,1495.41,20.258,48.5825,0,NA,NA,NA,NA
NLA17_MO-HP002,1,4.725,6.43,0.744,2.833,198.3,0.0012,8.49,2.88,0.691,2.11,0.022,4.956,7.102,3.109,4,1781.6,27.498,25.2025,0,NA,NA,NA,NA
NLA17_IA-HP002,1,5.585,6.49,2.892,1.334,205.1,0,8.46,1.79,0.495,1.22,0.02,1.954,2.474,2.314,0,1978.44,28.813,11.1925,0,NA,NA,NA,NA
NLA17_ND-10035,1,94.641,27.05,24.686,76.644,3400,0.1826,9.03,66.8,5.156,25.08,0.037,43.156,1232.713,580.365,14,8536.37,38.946,266.94625,0.003,NA,NA,NA,NA
NLA17_ND-10004,1,41.394,25.2,32.864,27.762,1903.8,0.1655,8.88,87.2,5.294,39.33,0.039,29.75,534.487,306.038,24,9066.71,25.291,523.64125,0.002,NA,NA,NA,NA
NLA17_GA-10002,1,1.926,12.45,9.569,4.962,80.1,8e-4,7.09,67.73,1.37,20.58,0.024,2.363,1.643,5.79,50,550.57,5.849,182.45,0,NA,NA,NA,NA
NLA17_KS-10001,1,3.523,8.54,7.664,3.573,168.5,1.3966,7.89,9.76,2.813,343,0.101,8.237,11.145,10.995,43,1142.17,11.325,498.325,0.114,NA,NA,NA,NA
NLA17_SD-10020,1,17.086,10.78,8.048,6.287,462.2,0,8.36,59.36,2.8,51.44,0.02,17.932,92.136,14.667,7,2605.64,40.277,255.39,0,NA,NA,NA,NA
NLA17_KS-10028,1,3.712,7.65,0.32,1.337,136.3,3.302,7.85,18.68,5.056,30.54,0.044,7.547,3.538,1.6,23,887.19,14.251,99.48,0.07,NA,NA,NA,NA
NLA17_NV-10016,1,14.773,6.46,37.855,53.316,642.1,0,8.6,2.47,0.629,1.5,0.019,10.735,18.589,64.351,12,4581.27,43.695,36.98625,0,NA,NA,NA,NA
NLA17_NV-10239,1,54.742,2.5,25.236,138.863,1777,0.3162,8.34,1.55,0.449,35.13,0.007,18.085,524.985,178.429,2,3755.89,72.19,44.10625,0,NA,NA,NA,NA
NLA17_TX-HP003,1,1.674,7.64,1.722,3.708,165.4,0,8.33,26.27,0.875,5.49,0.013,3.963,4.596,4.443,10,1407.77,27.912,43.31875,0,NA,NA,NA,NA
NLA17_TN-10001,1,3.94,2.97,1.606,2.034,208.9,0.0707,9.11,114.05,1.445,15.15,0.016,2.847,3.163,1.258,10,2116.58,34.762,409.8625,0.001,NA,NA,NA,NA
NLA17_CA-10001,1,6.893,4.16,2.986,10.233,156.6,0.0045,8.14,21.12,0.558,11.81,0.012,2.097,5.732,8.693,25,1085.58,10.023,49.845,0,NA,NA,NA,NA
NLA17_WV-10003,1,3.634,4.08,0.473,1.253,140.7,0.0011,8.21,3.67,0.329,1.32,0.012,0.846,8.168,1.31,3,1179.69,21.161,9.505,0,NA,NA,NA,NA
NLA17_ND-10006,1,259.006,27.19,14.799,270.212,4249.3,0.1731,8.6,1.58,3.038,0.96,0.246,84.243,1652.581,525.199,10,9529.1,50.84,118.25625,0.021,NA,NA,NA,NA
NLA17_MO-HP004,1,6.033,5.14,1.146,6.836,287,0,8.56,5.58,0.453,3.48,0.012,2.548,20.846,6.676,4,2247.08,39.703,13.7775,0,NA,NA,NA,NA
NLA17_TX-10017,1,2.474,10.77,3.528,2.929,92.1,0,7.4,69.6,1.496,10.96,0.022,4.585,1.507,4.659,63,757.67,10.129,175.3325,0,NA,NA,NA,NA
NLA17_UT-10013,1,72.599,8.7,29.255,158.345,1145,0.179,8.97,90,3.93,203,0.02,26.928,71.155,108.078,18,6620.53,19.952,426.8175,0,NA,NA,NA,NA
NLA17_AR-10001,1,0.719,10.35,3.884,1.34,28.4,9e-4,6.73,23.89,0.631,4.08,0.012,1.097,0.767,1.516,75,164.57,2.765,40.31875,0,NA,NA,NA,NA
NLA17_NV-10124,1,69.036,2.21,23.252,122.094,1489.1,0.1786,8.08,3.3,0.634,2.48,0.053,13.342,526.918,61.573,0,2751.89,161.436,20.4375,0,NA,NA,NA,NA
NLA17_MO-HP003,1,4.172,5.73,5.609,3.574,188.5,0,8.35,8.96,0.58,3.53,0.014,3.159,6.442,3.523,22,1639.89,30.639,27.92125,0,NA,NA,NA,NA
NLA17_KS-10034,1,10.15,5.2,1.787,19.931,365.4,0,8.75,8.32,0.693,5.03,0.018,4.236,30.952,20.798,4,2449.8,41.092,17.9125,0,NA,NA,NA,NA
NLA17_CA-10082,1,3.651,6.27,4.087,2.689,86.4,0,8.01,16.41,0.834,5.37,0.016,1.258,3.992,4.281,17,684.24,6.906,35.15625,0,NA,NA,NA,NA
NLA17_OK-10001,1,21.45,6.78,2.055,64.096,683.6,0,8.7,16.8,0.828,5.05,0.012,5.57,73.174,60.978,8,3413.55,38.456,56.49,0,NA,NA,NA,NA
NLA17_WV-10002,1,1.2,1.83,3.907,1.767,49.4,0.0773,7.37,2.5,0.255,1.98,0.011,0.924,6.166,1.625,3,250.05,4.996,3.67625,0.001,NA,NA,NA,NA
NLA17_WV-10004,1,5.729,4.17,6.129,3.992,258.5,0,8.25,18.88,0.736,9.78,0.01,1.974,26.505,6.277,2,1881.25,33.66,47.80625,0,NA,NA,NA,NA
NLA17_KS-10006,1,8.64,5.5,1.932,6.646,395.8,0.1394,8.34,19.71,1.051,50.56,0.123,3.848,24.851,11.893,10,3451.85,57.987,118.22875,0,NA,NA,NA,NA
NLA17_IL-10013,1,23.964,4.46,0.276,55.533,544.5,0,8.51,20.16,0.771,5.49,0.008,2.167,15.747,37.482,2,3542.69,40.393,50.1725,0,NA,NA,NA,NA
NLA17_ND-10023,1,62.791,18.85,27.465,13.89,1137.7,0,8.74,40.57,2.658,18.95,0.018,16.083,190.333,145.922,13,8761.39,22.947,105.3675,0,NA,NA,NA,NA
NLA17_TX-10049,1,3.103,4.7,9.029,14.076,243.9,0.0013,8.37,3.69,0.495,1.76,0.01,2.709,14.621,15.419,3,1653.76,32.281,14.4525,0,NA,NA,NA,NA
NLA17_OK-HP002,1,3.528,6.8,0.246,10.26,127.6,6e-4,7.72,13.52,0.628,5.92,0.013,3.217,5.743,7.066,33,729.38,11.258,26.42125,0,NA,NA,NA,NA
NLA17_ND-10024,1,133.527,15.12,24.91,19.687,1567.9,0.0776,8.52,14.24,2.179,9.85,0.021,19.421,585.405,91.369,8,6314.07,76.64,98.95375,0,NA,NA,NA,NA
NLA17_CA-10003,1,31.44,3.31,24.624,42.762,830.8,0,8.78,13.3,0.701,15.13,0.009,2.994,18.316,127.454,0,7472.87,35.073,886.198,0,NA,NA,NA,NA
NLA17_KS-10003,1,10.567,3.56,8.139,17.536,340.2,0.0021,8.31,8.46,0.496,14.58,0.046,1.798,16.159,16.771,14,2720.94,42.432,27.16125,0,NA,NA,NA,NA
NLA17_KY-10023,1,6.429,4.53,2.209,4.7,165.1,0,8.05,4.2,0.405,1.35,0.009,1.774,29.632,7.347,10,772.06,14.388,11.0875,0,NA,NA,NA,NA
NLA17_AR-10002,1,1.441,2.97,3.167,1.747,49.6,0,7.6,6.67,0.303,2.41,0.006,1.121,2.834,2.123,4,341.62,5.101,13.915,0,NA,NA,NA,NA
NLA17_FL-10001,1,7.277,11.28,3.973,38.355,341.8,0,8.51,48,1.346,20.13,0.012,4.594,18.743,23.882,26,1726.26,32.264,103.0575,0,NA,NA,NA,NA
NLA17_KS-10011,1,20.622,6.17,2.28,98.401,931.1,0,8.49,21.76,1.161,5.78,0.01,8.561,163.661,112.655,3,2641.43,46.56,49.4225,0,NA,NA,NA,NA
NLA17_CT-10005,1,1.314,3.18,0.482,7.374,57.1,0,7.3,2,0.373,0.81,0.01,0.901,4.077,5.371,16,188.73,3.291,15.0475,0,NA,NA,NA,NA
NLA17_NC-10009,1,5.555,5.41,2.803,10.775,146.1,0,7.99,107,2.42,50.66,0.016,9.881,13.731,2.679,9,687.13,10.653,246.19375,0,NA,NA,NA,NA
NLA17_KY-10017,1,10.446,5.38,2.469,1.406,220.8,0,7.69,15.12,0.6,4.16,0.012,2.796,56.437,4.596,4,880.3,21.375,28.745,0,NA,NA,NA,NA
NLA17_MI-10099,1,13.53,5.24,2.495,20.453,331.2,0.0032,8.29,1.34,0.545,1.08,0.031,0.845,6.09,8.935,2,2594.62,37.661,9.97875,0,NA,NA,NA,NA
NLA17_TX-10013,1,1.581,10.28,13.428,12.018,75.4,0.0845,6.92,5.33,0.715,18.22,0.031,1.922,2.158,7.665,67,222.73,4.07,88.12,0.001,NA,NA,NA,NA
NLA17_UT-10006,1,29.702,7.24,0.507,20.841,689.8,0.0256,8.53,5.61,0.779,7.8,0.011,3.75,183.378,58.975,11,2680.74,38.275,41.48125,0,NA,NA,NA,NA
NLA17_NE-10037,1,12.678,19.96,8.417,5.836,467.4,0.0106,8.43,28.48,2.284,20.98,0.03,15.022,2.146,30.861,31,4745.79,48.647,103.4325,0,NA,NA,NA,NA
NLA17_NE-HP005,1,16.498,19.44,0.071,3.368,454.1,0.0278,8.58,29.44,2.354,29.96,0.028,30.331,0.98,30.77,13,4662.94,28.629,141.72375,0,NA,NA,NA,NA
NLA17_OK-10011,1,29.115,5.92,0.163,23.565,608.5,0.1601,8.72,117.6,1.536,68.75,0.032,7.372,106.546,34.441,15,3768.43,53.844,250.3025,0,NA,NA,NA,NA
NLA17_TX-HP002,1,15.515,4.1,7.916,37.981,434.6,0.0019,8.48,8.4,0.533,3.52,0.007,6.203,21.868,24.349,2,2764.78,39.284,15.2925,0,NA,NA,NA,NA
NLA17_KY-10004,1,2.648,5.19,8.982,6.072,101.5,6e-4,7.61,53.92,1.795,23.66,0.008,3.088,4.368,4.6,12,663.62,10.167,196.64375,0,NA,NA,NA,NA
NLA17_KS-10004,1,6.234,5.37,17.416,24.606,357.4,0,8.51,80.4,1.67,53.86,0.012,2.428,14.762,34.387,4,2798.72,33.653,153.62625,0,NA,NA,NA,NA
NLA17_MD-10003,1,8.16,3.53,6.084,45.505,255.4,1.0302,8.27,16.32,1.621,5.82,0.016,2.558,5.709,19.239,8,705.21,15.151,36.025,0.009,NA,NA,NA,NA
NLA17_NC-10014,1,0.389,7.07,0.444,5.044,37.7,0.0028,4.58,38,0.541,11.42,0.009,0.265,2.85,3.127,73,-23.71,0.857,43.5975,0,NA,NA,NA,NA
NLA17_ND-10029,1,162.361,29.84,14.596,23.258,2289.1,0,8.62,13.93,3.493,3.06,0.364,33.868,929.168,216.656,42,8531.4,102.769,562.808,0,NA,NA,NA,NA
NLA17_TX-10011,1,2.98,5.59,10.741,5.294,88,0.0019,7.63,18.36,0.854,53.55,0.009,2.56,3.801,5.521,22,574.49,6.728,108.145,0,NA,NA,NA,NA
NLA17_NV-10017,1,15.19,9.12,27.58,47.717,745.7,0.0119,8.47,3.64,0.833,15.74,0.028,11.618,74.555,83.07,26,4677.25,47.564,157.17125,0,NA,NA,NA,NA
NLA17_NV-10079,1,2.569,5.25,9.928,7.731,140.8,0.0032,7.9,2.33,0.968,6.04,0.021,3.669,9.468,17.243,15,887.21,7.412,70.35,0,NA,NA,NA,NA
NLA17_DE-10005,1,3.996,3.31,9.46,15.637,139,2.5635,9.17,1.15,2.92,2.16,0.021,2.56,5.467,10.048,18,488.4,10.568,20.89,0.02,NA,NA,NA,NA
NLA17_TX-10008,1,2.241,10.53,4.148,3.495,79.5,0,7.74,155.6,2.523,22.7,0.043,5.797,2.803,3.036,72,545.52,7.845,282.59375,0,NA,NA,NA,NA
NLA17_KS-10010,1,10.219,5.81,13.466,76.33,568.8,0,8.84,5.41,0.751,2.88,0.017,3.364,36.516,70.197,3,2517.89,24.646,38.42,0,NA,NA,NA,NA
NLA17_NE-10032,1,7.536,17.3,20.251,0.414,250.8,0.0853,8.64,7.37,1.828,3.15,0.035,8.02,25.363,19.941,38,1971.47,25.832,61.85125,0,NA,NA,NA,NA
NLA17_OH-10001,1,14.899,5.18,4.129,25.42,456.2,5.3069,8.34,29.37,6.55,16.79,0.093,3.6,30.29,14.323,19,2774.83,54.538,100.27125,0.022,NA,NA,NA,NA
NLA17_CA-10081,1,32.53,4.01,4.41,112.148,759.4,0.0201,8.58,1.41,0.385,0.95,0.008,3.821,62.037,74.888,2,3317.22,32.695,8.25125,0,NA,NA,NA,NA
NLA17_NE-HP004,1,11.331,5.45,29.781,5.83,395.9,0.6164,8.51,6.12,0.564,1.76,0.02,9.226,11.279,30.664,3,3331.08,41.411,35.115,0,NA,NA,NA,NA
NLA17_UT-10008,1,15.471,3.44,7.914,107.296,729.1,0.0251,8.51,5.32,0.405,1.17,0.036,2.144,49.246,51.926,6,2738.96,78.01,19.58375,0,NA,NA,NA,NA
NLA17_WI-10001,1,30.7,8.53,6.44,73.6,591,NA,8.66,75.4,1.12,20.4,NA,2.66,15.7,35,15,3680,38.5,92.4,NA,13.1,NA,NA,NA
NLA17_NC-10005,1,0.881,13.83,3.85,4.873,37.2,0.0033,6.33,22.31,0.856,3.38,0.011,1.534,0.897,3.546,105,101.91,1.663,44.585,0,NA,NA,NA,NA
NLA17_MO-10001,1,7.038,5.81,3.666,6.517,198.3,0.0684,8,19.52,0.969,24.42,0.053,3.389,33.224,9.231,11,911.22,19.389,83.0125,0.001,NA,NA,NA,NA
NLA17_IL-HP001,1,30.693,12.52,2.354,31.024,536.5,0.0806,8.55,3.34,0.944,1.19,0.023,1.585,9.635,15.236,33,4611.96,54.659,22.345,0,NA,NA,NA,NA
NLA17_SD-10004,1,33.799,8.29,16.661,3.712,409.8,2e-4,8.6,5.26,0.8,2.33,0.021,4.429,16.184,6.418,0,4216.92,33.385,22.21375,0.001,NA,NA,NA,NA
NLA17_SD-10013,1,336.655,49.74,38.346,77.855,3627.3,0.2422,8.26,19.36,7.475,18.71,3.273,89.515,1971.14,237.796,46,7580.45,201.407,1174.063,0,NA,NA,NA,NA
NLA17_KS-10035,1,11.837,8.01,3.621,2.637,271.1,5e-4,8.94,230.8,3.845,61.52,0.019,7.249,4.813,8.382,32,2445.58,34.144,429.58,0.001,NA,NA,NA,NA
NLA17_ND-10012,1,104.177,13.07,5.485,24.654,1197.1,0.3774,8.57,17.12,1.268,4.69,0.016,17.342,412.98,75.511,4,5085.69,59.829,30.2375,0,NA,NA,NA,NA
NLA17_ND-10090,1,75.658,13.64,24.866,15.391,765.3,0.0014,8.61,60.89,2.395,19.55,0.015,13.002,39.278,28.894,20,6594.84,35.093,120.26125,0.002,NA,NA,NA,NA
NLA17_NM-10003,1,6.223,4.1,5.395,6.321,326.6,0,8.48,2.21,0.251,10.17,0.007,2.226,30.719,11.69,0,2027.8,51.806,15.76375,0,NA,NA,NA,NA
NLA17_NM-10004,1,39.995,13.08,12.391,13.716,696,0.0388,8.73,4.08,1.256,13.98,0.092,6.867,20.15,71.889,12,6786.26,41.968,131.71,0.008,NA,NA,NA,NA
NLA17_MI-10084,1,7.656,7.39,0.324,0.403,189.2,0.0137,8.23,1.93,0.669,0.76,0.036,0.331,2.433,0.702,4,1857.19,27.285,8.17875,0.001,NA,NA,NA,NA
NLA17_CA-10011,1,13.167,5.52,0.126,12.392,342.8,0.1259,8.78,17.6,0.616,4.14,0.009,1.72,30.632,18.685,16,2552.31,35.25,28.83375,0,NA,NA,NA,NA
NLA17_NC-10033,1,1.51,4.59,8.527,6.208,77,0,7.63,119.6,1.371,14.41,0.01,2.254,1.531,6.449,12,490.06,6.794,125.145,0,NA,NA,NA,NA
NLA17_KS-10002,1,5.21,6.68,6.848,4.471,227.1,0,8.14,59.47,1.034,17.9,0.064,2.869,6.524,5.999,18,2017.66,32.784,85.93875,0,NA,NA,NA,NA
NLA17_KS-10033,1,8.196,9.54,4.632,5.789,183.7,0.205,7.93,18.96,1.406,30.32,0.027,4.972,20.483,6.412,48,1114.52,14.515,557.58875,0.002,NA,NA,NA,NA
NLA17_NM-10022,1,14.504,6.19,5.42,5.21,442.9,0.012,8.43,1.86,0.52,2.18,0.046,3.179,82.583,32.902,10,2747.61,40.176,23.65375,0,NA,NA,NA,NA
NLA17_NM-10002,1,14.738,7.75,2.291,14.064,404.5,0,8.55,2.6,0.628,2.92,0.014,3.414,51.107,25.669,6,2642.94,35.864,17.7475,0,NA,NA,NA,NA
NLA17_CA-10007,1,17.486,5.56,11.869,1.039,191.5,0,8.07,4.71,0.605,1.19,0.013,0.543,2.487,3.483,26,1923.71,10.355,26.29875,0,NA,NA,NA,NA
NLA17_NJ-10003,1,1.277,9.29,3.287,12.478,74.4,0.0291,6.51,3.9,0.435,9.25,0.099,1.174,5.454,7.426,80,111.65,3.078,60.2175,0,NA,NA,NA,NA
NLA17_VA-10001,1,3.29,6.25,13.952,4.459,91.4,0.0383,7.54,22.88,0.611,10.56,0.048,3.152,1.849,4.454,32,672.29,7.299,74.07875,0.002,NA,NA,NA,NA
NLA17_NV-10003,1,4.545,5.07,24.977,6.583,177.4,0.0313,8.49,6.4,0.635,3.01,0.036,4.134,12.987,13.184,11,1242.61,13.823,123.25625,0.001,NA,NA,NA,NA
NLA17_KY-10024,1,5.544,2.8,4.379,2.686,222.3,0.003,8.24,2.87,0.234,3.71,0.019,1.056,7.481,2.394,4,2037.97,35.421,8.94625,0,NA,NA,NA,NA
NLA17_PA-10010,1,7.304,4.81,5.498,18.958,194.2,0,8.07,17.83,0.785,5.5,0.031,2.784,14.557,9.533,9,943.43,14.35,39.29875,0,NA,NA,NA,NA
NLA17_DE-10001,1,4.89,4.49,3.454,25.584,231.8,0.0128,8.25,96.8,1.303,16.52,0.018,3.103,7.411,11.507,20,1290.28,23.02,97.533,0,NA,NA,NA,NA
NLA17_TX-10006,1,1.609,3.18,3.1,17.16,261.7,0,8.36,60,0.749,11.33,0.008,3.459,23.902,12.415,13,1528.96,33.844,86.135,0,NA,NA,NA,NA
NLA17_MI-HP001,1,15.993,4.7,5.845,6.17,333.1,0,8.36,5.73,0.365,1.29,0.007,0.514,10.871,4.273,12,3159.26,40.752,12.2,0,NA,NA,NA,NA
NLA17_MI-10001,2,5.588,5.64,0.361,34.515,247.8,0,8.11,4.98,0.916,2.23,0.036,0.933,1.17,21.607,9,1304.67,18.165,19.0025,0,NA,NA,NA,NA
NLA17_NM-10001,1,1.299,2.73,7.37,0.564,67,0,7.95,3.4,0.25,1.44,0.009,0.588,3.951,1.993,12,535.89,9.005,12.68875,0,NA,NA,NA,NA
NLA17_MO-HP008,1,2.656,3.56,5.176,0.851,53,0,7.71,5.35,0.315,1.93,0.005,0.745,2.285,1.044,17,431.21,4.886,13.47625,0,NA,NA,NA,NA
NLA17_MO-HP010,1,12.401,3.43,5.171,1.428,207.9,0,8.28,3.33,0.228,1.21,0.008,1.19,3.467,1.43,3,2053.09,22.296,8.5,0,NA,NA,NA,NA
NLA17_MI-10014,1,2.402,13.3,0.395,0.279,37.9,7e-4,7.38,12.34,0.838,1.74,0.015,0.589,0.25,0.243,70,312.92,4.072,20.225,0,NA,NA,NA,NA
NLA17_KS-10025,1,55.364,7.82,8.946,6.896,870.5,0.3052,8.07,26.35,1.625,52.94,0.242,5.158,336.59,21.872,28,2628.59,82.247,146.7975,0,NA,NA,NA,NA
NLA17_SD-10005,1,137.79,14.06,9.526,15.116,1514.5,0,8.57,3.76,1.423,3.85,0.048,20.286,628.133,38.217,25,4848.47,73.596,59.22,0,NA,NA,NA,NA
NLA17_ND-10007,1,105.879,17.51,26.989,46.803,1805.8,0,8.56,13.92,1.648,5.37,0.023,20.625,640.109,187.78,25,6096.58,56.076,167.28,0,NA,NA,NA,NA
NLA17_GA-10005,1,1.883,4.97,2.774,1.23,34.9,0,8.76,86.4,2.048,59.31,0.013,0.122,0.45,0.793,6,281.43,2.707,67.1075,0,NA,NA,NA,NA
NLA17_CA-10010,1,1.331,1.65,24.12,0.376,57.8,0.0039,8.08,1.31,0.149,1.28,0.018,1.108,0.215,3.662,20,546.81,5.653,12.83375,0,NA,NA,NA,NA
NLA17_VA-10004,1,0.9,8.32,8.527,3.376,43.5,0,7.32,38.08,0.549,4.1,0.011,1.755,0.802,4.296,45,236.12,2.181,35.00125,0,NA,NA,NA,NA
NLA17_VA-10006,1,1.498,7.49,6.141,5.4,60.3,0,7.42,10.27,0.351,4.31,0.009,1.525,1.035,5.19,63,359.13,3.859,34.1325,0,NA,NA,NA,NA
NLA17_IA-10003,1,12.326,5.32,2.923,10.763,260.6,0,8.57,24.16,0.798,7.85,0.011,3.473,11.948,6.141,5,2068.18,27.561,32.85375,0,NA,NA,NA,NA
NLA17_OK-10007,1,48.417,6.85,16.549,211.863,1717.7,0,8.48,16.56,0.818,11.25,0.013,8.331,436.622,154.012,5,3348.44,111.717,47.00625,0,NA,NA,NA,NA
NLA17_OK-10013,1,47.881,11.41,7.951,30.702,714.4,0,9.01,25.12,1.484,15.25,0.021,10.491,28.055,44.246,25,6634.99,40.259,571.2225,0,NA,NA,NA,NA
NLA17_IN-10047,1,5.529,3.22,7.712,1.377,143.2,0,7.94,2.93,0.179,1.02,0.009,1.165,24.057,3.359,10,811.65,14.913,5.66,0,NA,NA,NA,NA
NLA17_NV-10090,1,4.347,5.58,21.247,5.176,182.4,0.0413,8.15,2.11,0.716,2.64,0.081,3.194,7.381,10.153,30,1448.17,18.985,112.57375,0.001,NA,NA,NA,NA
NLA17_MI-10122,1,6.914,8.21,0.881,0.628,147.3,0,7.97,34.88,1.134,5.86,0.02,2.38,2.096,1.331,30,1395.02,17.067,59.0625,0,NA,NA,NA,NA
NLA17_VA-10035,1,3.29,10.76,1.472,4.231,72.8,0.0689,7.58,87.13,1.38,6.62,0.028,2.817,2.017,3.45,50,480.67,5.044,89.275,0.007,NA,NA,NA,NA
NLA17_PA-10005,1,7.414,5.12,1.545,19.698,212.1,0.0982,8.35,21.07,0.878,6.52,0.032,3.305,14.576,9.724,10,1088.37,17.061,48.26,0.003,NA,NA,NA,NA
NLA17_KS-10001,2,3.764,7.63,8.66,3.591,173.6,1.0946,7.98,7.46,2.408,569,0.034,8.766,11.14,11.689,62,1214.56,11.56,505.62,0.001,NA,NA,NA,NA
NLA17_OH-HP001,1,3.729,5.63,0.459,3.002,133.5,0,8.35,5.02,0.504,1.42,0.011,1.001,5.152,1.976,15,1111.35,18.833,13.75125,0,NA,NA,NA,NA
NLA17_KY-10027,1,8.531,6.96,0.713,14.76,261.4,0,8.83,28.08,1.038,7.17,0.014,2.229,23.906,10.024,25,1653.4,27.881,35.195,0,NA,NA,NA,NA
NLA17_FL-10003,1,4.371,9.22,1.459,50.543,272.6,0.0024,7.77,2.33,0.416,1.17,0.018,1.842,14.079,30.197,40,659.2,15.011,13.04625,0,NA,NA,NA,NA
NLA17_MI-10017,1,21.14,5.28,2.978,22.445,534.8,4.1976,8.57,4.26,4.45,2.27,0.025,2.764,22.328,8.805,30,4131.5,65.757,13.61875,0,NA,NA,NA,NA
NLA17_IA-10005,1,25.786,6.38,22.825,16.677,449.2,0,8.41,10.93,0.729,3.16,0.014,3.437,15.474,5.466,25,3709.81,41.986,35.17125,0,NA,NA,NA,NA
NLA17_MO-10008,1,4.458,7.55,4.629,4.103,118,0,7.95,207.12,1.366,18.08,0.016,6.247,0.66,2.07,38,1002.02,10.82,103.61375,0,NA,NA,NA,NA
NLA17_ND-10001,1,76.453,16.76,15.164,26.893,1241.8,0.0571,8.59,9.76,1.69,7.12,0.043,34.899,252.965,59.328,30,7700.95,74.298,508.1025,0,NA,NA,NA,NA
NLA17_MO-HP007,1,13.185,2.7,6.629,0.559,207.6,0,8.33,1.25,0.18,0.92,0.007,0.683,1.775,0.846,10,2054.94,21.617,4.6175,0,NA,NA,NA,NA
