SITE_ID,VISIT_NO,MAGNESIUM_mgL,DOC_mgL,SILICA_mgL,CHLORIDE_mgL,COND_USCM,NITRATE_N_mgL,PH,CHLA_ugL,NTL_mgL,TURB_NTL,AMMONIA_N_mgL,POTASSIUM_mgL,SULFATE_mgL,SODIUM_mgL,COLOR_ALPHA,ANC_ueqL,CALCIUM_mgL,PTL_ugL,NITRITE_N_mgL,ALUMINUM_mgL,NITRATE_NITRITE_N_mgL,TKN_mgL,BATCH_ID
NLA17_LA-10004,2,2.589,6.42,8.904,11.879,106,0.0884,7.6,3.05,0.656,27.92,0.029,3.246,2.878,10.489,62,518.7,5.306,137.10625,0.003,NA,NA,NA,NA
NLA17_WV-10014,1,11.395,3.45,6.389,0.518,199.3,0,7.46,47.2,0.386,5.85,0.011,2.046,38.295,2.342,31,1063.68,17.873,40.3375,0,NA,NA,NA,NA
NLA17_OH-10028,1,15.44,6.74,1.905,18.934,345.3,0,8.53,11.47,0.773,1.98,0.016,4.718,28.452,13.04,18,2215.22,32.244,28.1525,0,NA,NA,NA,NA
NLA17_ND-10147,1,252,NA,NA,294,3970,NA,8.9,86.5,1.74,NA,NA,76.1,1620,555,NA,5834.744,78.3,50,NA,86,0.03,1.71,NA
NLA17_LA-10015,1,1.313,6.23,4.702,2.45,47.1,0.0022,7.42,41.6,0.969,5.59,0.014,3.862,0.017,2.118,21,338.78,3.818,99.93,0,NA,NA,NA,NA
NLA17_PA-10007,1,8.296,2.81,2.371,12.068,283.7,0.9846,7.7,1.95,1.19,0.46,0.022,2.286,68.572,12.033,13,638.7,27.629,6.79625,0.013,NA,NA,NA,NA
NLA17_AR-10014,1,11.248,3.95,10.639,2.346,206.7,0.0023,8.01,54.67,0.983,28.18,0.011,2.074,2.247,2.489,17,1902.86,21.875,142.1475,0,NA,NA,NA,NA
NLA17_OR-10014,1,0.064,2.63,1.895,0.265,3.8,0.002,6.51,1.78,0.288,0.8,0.011,0.365,0.026,0.445,2,37.13,0.06,14.2475,0,NA,NA,NA,NA
NLA17_MS-10015,1,1.18,8.07,6.37,1.732,35,0.0015,6.9,20.32,0.535,5.61,0.025,1.272,2.064,2.608,58,182.24,2.196,35.48875,0,NA,NA,NA,NA
NLA17_NJ-10005,1,1.671,4.21,3.505,33.205,150.8,0.2624,6.58,3.51,0.491,1.27,0.037,1.62,6.813,23.147,43,75.37,2.364,13.79625,0.001,NA,NA,NA,NA
NLA17_TX-10040,1,4.571,8.97,3.856,24.513,188.6,0.0054,7.56,28.6,1.091,9.35,0.076,7.189,17.444,16.818,34,534.84,9.792,61.755,0,NA,NA,NA,NA
NLA17_PA-10004,1,5.392,2.75,3.565,12.411,206.7,0.0257,7.82,4.48,0.35,1.72,0.044,1.747,23.658,7.963,20,871.9,21.846,22.70875,0.001,NA,NA,NA,NA
NLA17_TX-10110,1,1.29,6.92,10.912,10.584,70.5,0.0023,7.16,29.84,0.766,7.49,0.013,2.883,1.422,7.803,22,230.8,2.989,37.34125,0,NA,NA,NA,NA
NLA17_MS-10001,2,12.653,4.08,7.655,13.149,314.6,0,8.62,31.6,0.69,10.5,0.01,3.293,12.466,11.199,18,2534.77,37.361,67.15625,0,NA,NA,NA,NA
NLA17_MO-10039,1,4.208,4.29,3.306,34.681,279.3,0.0019,8.32,18.08,0.646,3.32,0.014,3.504,6.311,26.568,7,1456.2,23.947,38.1825,0,NA,NA,NA,NA
NLA17_LA-10231,1,14.56,6.01,10.308,13.915,365.9,0.0018,8.28,55,1.299,29.64,0.017,2.668,3.061,16.671,18,3196.69,38.824,166.4225,0,NA,NA,NA,NA
NLA17_NC-10023,1,0.929,5.72,2.676,3.144,30.8,0.0034,6.9,6.89,0.445,1.91,0.009,1.303,1.311,2.598,19,94.66,1.213,15.49,0,NA,NA,NA,NA
NLA17_SC-10002,2,2.226,3.65,8.969,8.184,93.2,0.0018,8.39,12.4,0.371,3.62,0.007,2.759,7.413,10.91,21,367.46,2.9,45.91875,0,NA,NA,NA,NA
NLA17_WV-10019,1,5.349,3.46,0.576,1.074,109.1,0,7.79,8.72,0.455,5.41,0.007,1.966,17.52,3.654,14,658.79,9.13,18.30625,0,NA,NA,NA,NA
NLA17_TX-10121,1,9.57,6.95,24.306,21.871,532.2,0,8.19,57.07,1.276,44.1,0.02,7.366,10.398,20.753,28,4869.61,83.176,188.493,0,NA,NA,NA,NA
NLA17_NV-HP001,1,0.352,1.1,0.808,0.074,57,0,8.12,4.87,0.08,1.12,0,0.328,1.195,0.791,4,524.04,10.291,17.2725,0,NA,NA,NA,NA
NLA17_IN-10070,1,173.258,0.53,15.897,4.095,2603.3,0,3.13,2.48,0.428,0.95,0.287,5.254,1513.498,56.528,3,-1470.6,293.199,11.379,0,NA,NA,NA,NA
NLA17_LA-10001,2,9.458,5.19,11.064,4.419,205.7,0,8.89,58.13,1.188,7.33,0.012,4.846,0.02,6.778,15,2025.08,22.821,105.0425,0,NA,NA,NA,NA
NLA17_PA-10047,1,1.146,4.99,1.207,95.444,384.4,0,8.15,4.25,0.378,1.89,0.009,0.65,2.667,66.315,33,488.03,7.219,18.42,0,NA,NA,NA,NA
NLA17_IN-10175,1,21.438,9.78,1.552,16.82,401,0.2236,8.54,18.56,1.424,4.41,0.018,3.025,45.204,5.59,27,2709.15,46.556,17.19875,0.003,NA,NA,NA,NA
NLA17_IN-10173,1,2.789,6.36,1.916,6.888,141.2,0.0021,7.71,67.04,1.378,10.46,0.098,5.365,1.172,2.752,33,1069.08,18.271,129.33875,0,NA,NA,NA,NA
NLA17_TX-10136,1,5.864,7.3,8.72,41.921,362,0.0024,7.98,29.87,1.044,15.11,0.014,7.223,29.422,25.699,23,1563.15,37.216,79.10125,0,NA,NA,NA,NA
NLA17_TX-HP004,1,10.517,9.66,2.926,10.377,280,0,8.33,16.32,1.116,15.28,0.02,10.223,2.34,18.274,15,2467.92,23.513,49.57625,0,NA,NA,NA,NA
NLA17_TX-HP005,1,10.466,9.3,8.4,12.924,285.8,0,8.41,15.95,1.045,13.82,0.016,7.526,1.666,15.442,23,2465.25,28.037,56.965,0,NA,NA,NA,NA
NLA17_NE-10072,1,11.323,12.51,23.665,7.395,524.1,0,8.73,126.43,3.65,51.65,0.025,9.891,41.564,47.923,35,4519.02,54.414,1136.75,0,NA,NA,NA,NA
NLA17_ND-10137,1,127,NA,NA,13.3,1070,NA,8.87,57.7,1.91,NA,NA,27.3,153,28.3,NA,9931.054,26.1,50,NA,NA,NA,1.88,NA
NLA17_ND-10139,1,80,NA,NA,71.4,3070,NA,9.33,7.12,4.52,NA,0.03,31,174,703,NA,32770.48,5.16,120,NA,276,NA,4.49,NA
NLA17_TX-10048,1,7.508,6.71,1.108,47.758,329,0.0026,7.92,7.66,0.735,6.56,0.021,1.084,7.831,43.273,19,1486.01,17.389,20.41,0,NA,NA,NA,NA
NLA17_ND-10144,1,188,NA,NA,31.8,1840,NA,8.92,119,3.71,NA,NA,59.6,620,110,NA,9651.306,29.2,120,NA,NA,NA,3.68,NA
NLA17_MO-10043,1,4.226,8.01,1.728,8.766,182.5,0.0017,8,63.52,0.993,5.7,0.02,2.879,2.897,4.433,37,1491.73,26.282,46.89875,0,NA,NA,NA,NA
NLA17_OR-10005,1,0.088,0.66,0.478,0.199,3.4,0.0015,6.6,0.26,0.013,0.12,0.002,0.046,0.124,0.303,8,28.28,0.204,0.2375,0,NA,NA,NA,NA
NLA17_OK-10097,1,5.738,11.23,2.159,2.391,156.2,0.003,7.98,55.2,1.464,39.84,0.018,7.525,8.489,3.617,46,1219.66,16.564,145.1375,0,NA,NA,NA,NA
NLA17_OR-10086,1,0.236,1.74,6.962,0.211,9.1,0.0026,6.93,0.38,0.166,0.26,0.01,0.498,0.035,0.846,4,87.75,0.508,9.4025,0,NA,NA,NA,NA
NLA17_TX-10112,1,1.234,7.53,7.839,2.385,236.3,0.0018,8.33,8.64,0.713,3.92,0.012,6.301,1.514,19.495,20,2365.73,30.448,39.20875,0,NA,NA,NA,NA
NLA17_RI-10001,2,0.979,7.03,1.828,34.449,144.3,0.008,7.04,13.92,0.493,1.65,0.017,1.363,2.091,22.393,62,146.55,4.095,16.92375,0,NA,NA,NA,NA
NLA17_NJ-10006,1,0.765,2.53,0.086,0.791,19.5,0,6.27,1.6,0.201,0.51,0.007,0.176,5.019,0.707,11,23.79,1.361,3.57875,0,NA,NA,NA,NA
NLA17_SD-10098,1,24.553,24.19,1.061,9.725,1298.9,0.0216,9.29,3.11,2.159,2.09,0.068,9.641,452.635,193.842,62,3551.16,37.011,286.4425,0.001,NA,NA,NA,NA
NLA17_ND-10103,1,0.262,13.24,19.499,1.446,160.1,0.0894,7.85,41.73,3.343,663,0.019,3.871,15.915,31.729,100,1095.37,0.98,592.95,0.002,NA,NA,NA,NA
NLA17_OK-HP004,1,0.696,5.87,9.972,0.619,31.7,0.0308,6.98,3.86,0.473,3.63,0.045,0.65,2.442,1.913,41,191.61,3.092,27.2075,0.001,NA,NA,NA,NA
NLA17_OR-10134,1,0.41,2.03,4.17,NA,NA,NA,NA,1.8,0.2325,NA,NA,NA,NA,0.8,NA,119.892,1.26,10,NA,NA,NA,0.23,NA
NLA17_TX-10144,1,8.593,5.16,4.676,4.418,309.3,0.0255,8.25,25,1.05,179,0.015,14.887,27.05,3.189,14,2311.83,39.462,138.049,0.003,NA,NA,NA,NA
NLA17_OR-HP10201,1,NA,NA,98.8,NA,NA,NA,NA,26.2,7.8016,NA,0.573,NA,678,NA,NA,409631,NA,NA,NA,NA,0.0516,7.75,NA
NLA17_AZ-10041,1,40.282,5.03,22.611,212.827,1798.9,0,8.32,7.86,0.549,17.55,0.013,8.118,405.172,215.732,10,4597.1,90.958,39.3925,0,NA,NA,NA,NA
NLA17_AZ-10035,1,21.455,6.11,6.739,178.2,963,0.0036,8.56,10.56,0.725,4.31,0.013,5.685,101.393,126.218,5,2176.46,38.789,39.90375,0,NA,NA,NA,NA
NLA17_AZ-10003,1,28.919,4.24,2.839,110.34,1104.5,0.2115,8.2,1.28,0.369,1.83,0.01,5.098,286.092,113.186,5,2022.69,66.878,7.1725,0,NA,NA,NA,NA
NLA17_AZ-10001,1,17.627,4.46,16.941,457.141,1834,0.3168,8.56,9.06,0.555,1.88,0.008,7.115,55.951,270.471,20,2578,46.544,21.8125,0,NA,NA,NA,NA
NLA17_MI-10030,1,3.181,6.86,0.169,1.934,68.6,4e-4,7.77,3.37,0.609,0.99,0.012,1.017,0.819,1.314,5,586.99,7.935,8.415,0,NA,NA,NA,NA
NLA17_SD-10001,1,27.637,3.53,3.974,11.014,802.3,2e-4,8.42,4.18,0.271,2.11,0.006,5.228,230.78,82.899,25,3239.82,51.017,11.77125,0,NA,NA,NA,NA
NLA17_MI-10095,1,12.787,6.27,0.193,5.033,250.1,4e-4,8.63,2.32,0.454,0.96,0.008,0.847,10.137,3.34,25,2182.03,28.852,6.2,0,NA,NA,NA,NA
NLA17_MI-10006,1,16.056,8.99,2.07,73.176,589.3,0.0326,8.22,1.65,0.648,0.68,0.041,1.866,8.583,44.147,50,3395.1,55.188,12.51625,0,NA,NA,NA,NA
NLA17_VA-10008,1,1.411,2.48,2.961,3.698,40.3,0.1516,8.21,18,0.505,3.24,0.007,0.957,1.857,2.282,35,205.33,2.777,15.03625,0.003,NA,NA,NA,NA
NLA17_MI-10004,1,20.644,4.98,2.74,132.703,787.5,0.0748,8.42,7.02,0.655,4.79,0.039,3.047,20.355,77.254,2,3022.9,48.454,13.18125,0,NA,NA,NA,NA
NLA17_VA-HP003,1,0.748,2.31,11.329,0.914,27,4e-4,7.52,8.94,0.211,2.46,0.006,1.268,0.495,2.655,2,216.75,1.493,13.58375,0,NA,NA,NA,NA
NLA17_FL-10035,1,24.228,30.75,17.251,29.674,606,0,8.95,45.6,6.663,55.6,0.03,15.083,143.435,22.605,27,2098.19,55.043,279.83,0,NA,NA,NA,NA
NLA17_VA-HP001,1,1.003,2.23,4.993,0.474,23.9,0.1547,7.18,1.6,0.248,1.92,0.009,0.818,3.345,0.699,0,127.6,1.934,5.21375,0.001,NA,NA,NA,NA
NLA17_SD-10067,1,92.818,19.8,9.386,92.473,2599.4,0.0697,8.47,22.4,1.924,6.11,0.025,25.141,1084.163,319.027,45,5338.53,153.649,757.213,0,NA,NA,NA,NA
NLA17_KS-10007,1,9.478,3.69,1.064,51.508,457,0.0016,8.57,4.83,0.418,1.56,0.011,3.261,26.884,34.33,0,2395.59,44.858,14.0125,0,NA,NA,NA,NA
NLA17_MI-10078,1,15.147,7.85,4.038,6.148,333.7,0,8.25,5.09,0.716,1.01,0.035,0.785,8.699,4.347,45,3186.82,40.422,34.52375,0,NA,NA,NA,NA
NLA17_MI-10001,1,5.482,6.04,0.168,33.54,248.1,0,8.45,3.97,0.631,0.84,0.019,0.875,1.224,25.057,0,1335.63,18.996,15.41,0,NA,NA,NA,NA
NLA17_FL-10007,1,1.267,4.34,0.284,4.763,44.5,9e-4,6.71,12.98,0.544,2.22,0.01,1.186,7.432,3.226,15,70.98,2.235,14.6425,0,NA,NA,NA,NA
NLA17_MI-10110,1,11.993,15.02,1.405,19.101,331.7,0,7.99,32.8,1.543,5.38,0.065,4.998,2.628,11.3,75,2739.73,34.542,203.9525,0,NA,NA,NA,NA
NLA17_VA-10034,1,2.037,11.7,10.274,2.433,53.8,0.0808,7.25,27.52,0.789,16.28,0.031,1.212,1.309,3.665,70,396.07,4.792,73.72125,0.002,NA,NA,NA,NA
NLA17_UT-10002,1,12.43,2.3,4.333,3.281,360.6,0.0605,8.45,8.64,0.315,2.39,0.016,0.611,3.387,3.275,2,3683.41,48.279,8.45125,0,NA,NA,NA,NA
NLA17_GA-10001,1,792.2,9.36,1.848,12271.884,34206.1,0.1029,7.9,24.88,1.2,5.58,0.02,255.592,1782.451,8012.432,35,1857.22,271.093,216.20625,0,NA,NA,NA,NA
NLA17_SD-10015,1,15.7,16.07,6.355,10.293,434.7,0.0017,8.97,2.41,1.388,0.89,0.046,19.18,24.425,35.722,45,3743.6,26.761,121.2875,0,NA,NA,NA,NA
NLA17_TN-10002,1,4.665,2.25,6.149,7.677,253.2,1.0934,8.01,28.57,1.673,25.88,0.066,1.811,4.972,4.752,0,2154.82,38.168,140.4875,0.003,NA,NA,NA,NA
NLA17_MI-10094,1,0.964,9.56,0.742,0.041,19.3,4e-4,6.83,5.26,0.849,1.57,0.015,0.032,0.02,0.085,22,163.46,2.363,15.15,0,NA,NA,NA,NA
NLA17_IL-10006,1,15.681,3.21,0.698,15.986,305.3,0,8.49,3.38,0.399,3.88,0.012,2.375,11.212,5.186,0,2440.27,27.624,14.08,0,NA,NA,NA,NA
NLA17_UT-10004,1,17.495,3.32,6.315,163.734,840.3,0.111,8.38,2.54,0.51,2.9,0.035,7.714,30.178,94.747,4,2843.35,38.7,21.75125,0,NA,NA,NA,NA
NLA17_SD-10025,1,34.386,8.55,0.22,12.624,1154.7,0.222,9.43,2.99,0.78,1.31,0.019,6.819,459.581,140.465,2,1139.65,43.21,26.0625,0.003,NA,NA,NA,NA
NLA17_MI-10087,1,4.305,5.71,0.143,6.677,132.8,6e-4,8.07,1.99,0.628,0.65,0.018,1.18,1.485,4.458,12,1015.01,15.709,8.235,0,NA,NA,NA,NA
NLA17_LA-10007,1,1.511,4.48,2.916,4.745,118.3,0,8.03,79.6,1.456,28.38,0.01,2.273,3.889,6.443,15,917.3,13.115,236.06125,0,NA,NA,NA,NA
NLA17_MI-10123,1,11.607,8.44,0.628,71.753,530.1,0,8.48,9.65,0.749,1.92,0.013,2.594,4.126,53.104,8,2777.6,45.647,26.85125,0,NA,NA,NA,NA
NLA17_MO-HP005,1,4.635,8.52,3.855,2.27,182.5,0,8.2,97.28,2.094,29.65,0.021,3.2,25.042,2.755,12,1179.41,22.801,56.62875,0,NA,NA,NA,NA
NLA17_FL-10004,1,4.677,14.16,2.276,29.535,233.3,9e-4,7.81,29.07,1.241,6.77,0.016,9.316,7.955,17.252,55,1117.11,16.352,50.71625,0,NA,NA,NA,NA
NLA17_UT-10028,1,47.742,4.78,18.376,255.322,1570.5,0.7121,8.32,20,1.356,32.46,0.311,14.673,221.257,158.354,8,4336.85,71.335,219.365,0.014,NA,NA,NA,NA
NLA17_MI-10091,1,3.107,13.37,0.696,0.598,82.3,9e-4,7.57,4.12,1.234,1.65,0.019,0.133,7.038,0.453,42,601.51,13.247,16.73125,0,NA,NA,NA,NA
NLA17_NJ-10001,1,21.225,5.14,3.764,43.619,466.5,0.0026,8.47,11.79,0.786,1.95,0.036,1.787,9.762,24.332,12,3330.99,40.747,32.74,0,NA,NA,NA,NA
NLA17_MI-10005,1,16.139,7.5,0.391,63.691,450.1,0.0369,8.32,7.06,0.823,1.75,0.05,1.399,33.919,41.733,25,1772.96,32.483,13.69625,0,NA,NA,NA,NA
NLA17_SD-10012,1,182.039,20.01,0.152,25.493,5459.2,0,9.1,178.56,4.306,32.83,0.027,15.509,2887.821,1024.201,28,5360.02,84.704,339.24125,0,NA,NA,NA,NA
NLA17_MI-10007,1,19.781,6.57,5.179,20.065,505.4,0.7851,8.55,20.8,1.836,7.62,0.014,2.094,47.712,7.927,13,3740.14,73.203,19.9675,0,NA,NA,NA,NA
NLA17_VA-HP006,1,0.576,2.48,1.701,0.281,13.4,8e-4,6.81,4.99,0.243,2.11,0.005,0.206,2.182,0.238,3,54.19,1.254,11.705,0,NA,NA,NA,NA
NLA17_SD-10033,1,2.037,10.73,13.966,2.741,557.8,0,8.48,14.9,1.311,523,0.018,4.534,88.382,112.248,75,3673.88,5.094,453.7275,0,NA,NA,NA,NA
NLA17_WI-10013,1,33.5,2.78,8.3,16.3,464,2.29,8.32,0.751,2.66,3.83,NA,0.958,8.53,6.34,5,4240,42.2,14.1,NA,18.8,NA,NA,NA
NLA17_MI-10003,1,10.91,7.24,0.711,8.997,251.1,0,8.43,6.72,0.67,1.87,0.015,0.806,4.827,6.561,12,2178.87,29.751,17.08125,0,NA,NA,NA,NA
NLA17_MI-10013,1,12.192,3.11,0.734,12.6,285.5,0,8.38,2.03,0.37,0.85,0.011,0.596,9.52,8.578,2,2327.37,32.287,9.26875,0,NA,NA,NA,NA
NLA17_VA-10049,1,1.945,1.67,9.115,2.066,49.8,0,7.7,2.12,0.158,1.61,0.005,1.014,2.828,2.746,0,335.21,4.76,7.59375,0,NA,NA,NA,NA
NLA17_SD-10042,1,85.861,24.14,11.656,7.148,835.5,0.0553,8.33,2.29,2.179,1.25,0.054,12.306,116.677,27.425,42,7085.79,38.635,32.64,0,NA,NA,NA,NA
NLA17_WI-10078,1,23.7,11.6,3.34,6.41,326,NA,8.33,3.39,0.691,3.2,NA,0.612,9.64,2.15,10,3040,32.9,23.5,NA,11.2,NA,NA,NA
NLA17_SD-10016,1,391.886,19.93,0.546,60.58,5550.1,0,8.77,4.07,1.776,1.61,0.026,31.739,3447.101,715.242,11,4167.2,205.262,93.6675,0,NA,NA,NA,NA
NLA17_UT-10003,1,8.74,13.45,15.114,3.925,265.1,0.0019,8.28,109.03,2.058,26.43,0.05,3.996,4.032,6.223,32,2506.42,36.682,142.31125,0,NA,NA,NA,NA
NLA17_IL-10001,1,17.438,6.09,0.399,188.314,838.1,0,8.77,3.42,0.771,2.19,0.012,3.397,23.655,108.704,3,1976.03,27.446,22.195,0,NA,NA,NA,NA
NLA17_VA-10007,1,1.517,8.8,2.698,4.507,47.1,7e-4,7.03,18.06,0.716,5.43,0.009,0.975,3.68,3.315,38,174.63,2.921,33.06875,0,NA,NA,NA,NA
NLA17_FL-10008,1,4.746,15.72,0.912,19.046,252.5,0.0044,8.25,62.8,2.305,20.67,0.018,5.507,9.307,11.015,53,1672.41,30.408,168.545,0,NA,NA,NA,NA
NLA17_VA-HP004,1,1.424,3.79,3.713,0.743,41.3,0,7.55,3.96,0.23,1.47,0.008,0.993,3.551,0.852,8,239.03,5.201,9.7875,0,NA,NA,NA,NA
NLA17_IL-10011,1,18.333,6.78,5.37,81.403,535.9,0.0179,8.38,14.3,1.07,3.63,0.206,2.814,20.084,50.415,17,2558.53,35.79,74.4625,0,NA,NA,NA,NA
NLA17_MI-10009,1,12.041,8.97,1.635,5.457,267.2,0.0787,8.39,1.81,0.578,0.73,0.022,0.915,6.286,3.606,15,2455.92,35.502,9.775,0,NA,NA,NA,NA
NLA17_SD-10014,1,32.178,18.31,7.953,0.658,339.4,6e-4,8.96,20.48,1.666,3.04,0.02,6.606,13.26,6.061,33,2930.09,21.591,49.22125,0.001,NA,NA,NA,NA
NLA17_KY-10003,1,15.236,10.82,7.525,4.753,362.8,0.0058,7.72,61.12,1.378,17.79,0.362,4.134,0.665,6.225,36,3425.14,50.445,694.425,0,NA,NA,NA,NA
NLA17_SD-10010,1,543.659,38.09,6.911,392.611,9604.2,0,8.82,28.2,4.463,44.78,0.053,179.503,6745.624,1748.164,23,8486.28,187.232,184.745,0,NA,NA,NA,NA
NLA17_MI-10011,2,10.085,5.8,3.25,13.997,223.3,0,8.39,3.12,0.619,1.14,0.02,0.269,3.346,8.803,13,1768.81,21.293,15.67125,0,NA,NA,NA,NA
NLA17_MI-10115,1,2.995,5.14,0.27,0.461,63,1e-4,7.73,2.86,0.456,1.34,0.011,0.523,0.446,0.468,13,576.43,6.948,8.91875,0,NA,NA,NA,NA
NLA17_IN-10005,1,16.262,13.15,4.602,16.012,472.1,1.5228,8.65,92.6,3.631,25.51,0.039,4.817,31.115,7.619,53,3808.15,63.514,74.015,0.001,NA,NA,NA,NA
NLA17_MI-10015,1,4.058,8.79,2.019,8.475,143.9,0,8.05,9.14,0.605,2.69,0.013,0.583,2.092,4.852,32,1068.68,16.922,22.285,0,NA,NA,NA,NA
NLA17_MI-10025,1,11.226,5.22,2.05,101.532,619.5,2e-4,8.47,48.64,0.965,11.6,0.021,2.738,23.587,68.84,18,2171.2,35.141,92.77625,0,NA,NA,NA,NA
NLA17_WI-10010,1,13.2,4.16,3.63,7.98,255,NA,7.97,18.5,0.285,4.13,NA,1.61,5.4,4.6,10,2200,27.4,43.4,NA,20.1,NA,NA,NA
NLA17_WI-10002,1,21.1,3.09,8.75,2.87,326,0.567,8.21,1.46,0.789,2.05,NA,0.981,8.28,2.01,5,3120,36.1,9.14,NA,10.5,NA,NA,NA
NLA17_MT-10036,1,60.882,6.35,9.865,37.344,3083.1,0,8.64,7.35,0.561,3.21,0.007,10.104,1271.803,618.87,3,6455.11,65.605,25.20875,0,NA,NA,NA,NA
NLA17_VA-10036,1,3.494,2.14,2.472,4.841,170.4,0.0637,8.29,2.42,1.991,1.74,0.018,1.075,6.121,2.816,0,1431.38,24.752,41.9225,0.001,NA,NA,NA,NA
NLA17_IN-10053,1,18.527,9.47,5.475,15.415,539.5,0.6043,8.3,20.96,1.913,6.56,0.084,3.148,42.51,7.874,33,4376.59,73.146,62.285,0,NA,NA,NA,NA
NLA17_IA-10028,1,9.881,9.17,10.686,12.933,269.7,0.0018,8.4,65.71,2.059,17.18,0.135,5.458,6.464,9.816,21,2229.87,26.786,254.815,0,NA,NA,NA,NA
NLA17_WI-10077,1,0.349,9.2,0.339,1.47,14.4,NA,5.94,1.62,0.224,2.69,NA,0.404,1.59,0.341,80,60.8,1.29,19.1,NA,76.4,NA,NA,NA
NLA17_WA-10011,1,4.236,3.49,3.343,2.582,78.3,1e-4,9.21,5.7,0.42,1.15,0.008,0.202,1.542,3.781,12,659.69,5.432,21.375,0,NA,NA,NA,NA
NLA17_MT-10003,1,26.145,5.61,6.351,10.366,801.9,0.0044,8.51,2.18,0.534,1.93,0.015,5.897,200.643,90.935,15,3989.72,44.887,19.82625,0,NA,NA,NA,NA
NLA17_MI-10118,1,9.8,9.37,3.204,16.084,257.4,0,8.01,4.98,0.706,2.01,0.011,0.716,1.324,10.02,35,2117.29,29.258,26.285,0,NA,NA,NA,NA
NLA17_MI-10029,1,17.551,5.08,5.441,2.272,333.1,0.0016,8.4,5.08,0.543,1.52,0.007,0.623,6.285,2.596,16,3485.63,39.353,17.608,0,NA,NA,NA,NA
NLA17_FL-10002,1,2.504,8.17,3.251,7.305,80.3,0,7.63,36.6,0.853,3.93,0.011,1.514,2.363,5.238,40,468.14,6.798,42.9725,0,NA,NA,NA,NA
NLA17_WI-10069,1,0.625,10.3,0.301,1.52,18.6,NA,6.36,9.03,0.254,3.01,NA,0.479,0.904,0.603,100,99,1.91,24.1,NA,145,NA,NA,NA
NLA17_IN-10031,1,15.582,7.19,3.947,15.261,413,0.7841,8.29,22.08,2.099,6.96,0.13,3.688,13.034,7.299,20,3522.09,49.741,67.7125,0.004,NA,NA,NA,NA
NLA17_VA-10010,1,3.642,5.89,5.324,20.553,149.8,0,7.96,13.52,0.613,4.89,0.013,2.174,3.88,12.525,5,699.76,9.215,16.07,0,NA,NA,NA,NA
NLA17_VA-10003,1,3.196,4.36,0.939,72.331,307.5,0.0637,7.63,11.7,0.609,3.25,0.015,2.851,2.817,42.34,28,487.58,8.292,27.36,0.001,NA,NA,NA,NA
NLA17_UT-10001,1,7.793,2.24,3.684,1.695,226.5,0,8.43,1.35,0.214,0.64,0.009,0.216,0.586,1.395,4,2381.36,32.988,6.02,0,NA,NA,NA,NA
NLA17_MI-10018,1,0.637,5.5,1.875,0.177,22.1,3e-4,7.19,2.31,0.305,0.72,0.006,0.253,1.346,0.502,25,157.95,2.722,7.52125,0,NA,NA,NA,NA
NLA17_LA-10004,1,3.087,5.13,4.233,16.083,129.6,0.2384,7.78,10.21,0.841,59.27,0.017,2.465,3.734,13.552,30,606.73,5.138,166.18125,0.001,NA,NA,NA,NA
NLA17_NH-10059,1,0.248,6.26,3.967,0.375,14.7,5e-4,6.24,6.27,0.495,1.63,0.01,0.123,1.555,1.106,30,67.23,1.393,12.52375,0,NA,NA,NA,NA
NLA17_FL-10020,1,0.849,8.78,0.685,6.418,41.9,7e-4,6.48,2.73,0.39,1.2,0.006,0.72,3.405,3.447,45,61.08,2.381,1.66125,0,NA,NA,NA,NA
NLA17_NM-10006,1,2.125,2.17,2.718,0.17,114,0.0018,8.19,1.36,0.3,0.72,0.008,0.585,2.349,1.069,10,1126.64,17.686,14.79,0,NA,NA,NA,NA
NLA17_WI-10008,1,3.3,6.61,0.726,1.18,74.5,NA,7.83,5.15,0.493,5.26,NA,NA,0.503,0.948,15,696,9.04,19.5,NA,14.1,NA,NA,NA
NLA17_IN-10037,1,17.333,4.9,1.425,17.819,343.8,0,8.55,4.83,0.616,1.56,0.008,1.651,23.501,9.532,10,2506.63,31.56,8.8725,0,NA,NA,NA,NA
NLA17_VA-10014,1,1.727,7.33,10.775,9.629,72.1,1e-4,7.25,22.24,0.656,10.96,0.009,1.221,2.595,8.582,41,284.21,2.625,45,0,NA,NA,NA,NA
NLA17_MI-10097,1,0.77,12.64,3.237,0.231,18.4,0.0022,6.41,4.94,0.538,1.3,0.032,0.36,1.738,0.727,145,67.19,1.732,19.80625,0,NA,NA,NA,NA
NLA17_WA-10049,1,2.371,8.96,6.414,0.97,62.5,0.0082,7.13,11.54,0.631,2.04,0.014,0.23,1.662,1.406,70,543.14,7.504,29.67,0,NA,NA,NA,NA
NLA17_FL-HP002,1,0.862,8.47,3.566,8.934,46.4,0.0041,5.72,3.1,0.489,4.18,0.011,0.243,2.811,5.41,45,23.02,1.559,20.7775,0,NA,NA,NA,NA
NLA17_OR-10151,1,10.8,3.41,23.1,14.5,NA,NA,NA,13.9,0.3325,NA,NA,1.21,5.59,8.89,NA,1838.344,20,20,NA,NA,NA,0.33,NA
NLA17_IL-10003,1,21.257,5.6,6.796,38.919,402.4,0,8.69,89.92,1.646,9.76,0.019,4.352,14.556,21.436,25,2586.99,25.366,141.0875,0,NA,NA,NA,NA
